arch_id,test_accuracy,test_precision,test_recall,test_f1_score,epoch_time_sec,num_params,num_flops,architecture,train_loss_epoch_1,train_acc_epoch_1,train_loss_epoch_2,train_acc_epoch_2,train_loss_epoch_3,train_acc_epoch_3,train_loss_epoch_4,train_acc_epoch_4,train_loss_epoch_5,train_acc_epoch_5
2880,0.4789,0.48244373,0.4789,0.470003971,99.35160708,46800,993792,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=0) -> KAN(order=2,grid=5,act=ReLU)",1.933162157,30.258,1.655907709,41.766,1.558060301,44.878,1.512204573,46.46,1.481101254,47.826
2881,0.4786,0.495661255,0.4786,0.47598258,98.03210592,46800,993792,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=0) -> KAN(order=2,grid=5,act=GELU)",1.881025894,32.768,1.588227086,43.456,1.515822158,46.186,1.472507268,47.698,1.440720905,49.002
2882,0.5018,0.511620317,0.5018,0.500355814,99.90064836,46800,993792,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=0) -> KAN(order=2,grid=5,act=SiLU)",1.924175474,30.98,1.589148383,43.466,1.498071665,46.9,1.439828117,48.816,1.399728266,50.448
2883,0.5149,0.517201671,0.5149,0.506367679,99.64764929,62160,1300992,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=0) -> KAN(order=2,grid=8,act=ReLU)",1.84601412,33.956,1.546154934,44.972,1.453023862,48.466,1.401611326,50.592,1.364113128,52.066
2884,0.5293,0.5369775,0.5293,0.528916208,99.11653781,62160,1300992,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=0) -> KAN(order=2,grid=8,act=GELU)",1.788253321,36.296,1.487353814,47.188,1.414447919,49.914,1.367692284,51.762,1.335752577,53.068
2885,0.525,0.523686541,0.525,0.518445883,98.42832685,62160,1300992,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=0) -> KAN(order=2,grid=8,act=SiLU)",1.824947372,34.346,1.516181614,46.182,1.437946577,49.252,1.392383112,50.994,1.357102482,52.136
2886,0.4961,0.495738331,0.4961,0.492774739,98.10470343,72400,1505792,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=0) -> KAN(order=2,grid=10,act=ReLU)",1.883516278,32.802,1.610246061,42.968,1.527330693,46.2,1.47551684,48.2,1.439929125,49.428
2887,0.5152,0.516245665,0.5152,0.510874884,99.21066022,72400,1505792,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=0) -> KAN(order=2,grid=10,act=GELU)",1.819589106,35.078,1.532909572,45.936,1.455671502,48.64,1.405325822,50.642,1.368414624,52.062
2888,0.5206,0.521643167,0.5206,0.513780853,98.8531785,72400,1505792,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=0) -> KAN(order=2,grid=10,act=SiLU)",1.810626321,35.002,1.501723908,46.648,1.425026117,49.702,1.371561522,51.498,1.334976903,52.892
2889,0.5266,0.537116724,0.5266,0.523448688,98.64862537,98000,2017792,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=0) -> KAN(order=2,grid=15,act=ReLU)",1.893733748,32.216,1.547837451,45.182,1.424848987,49.748,1.355418469,52.212,1.312970275,53.76
2890,0.5342,0.531243316,0.5342,0.529747685,99.89992309,98000,2017792,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=0) -> KAN(order=2,grid=15,act=GELU)",1.767829374,36.416,1.452729158,48.374,1.38244729,51.272,1.3360872,52.96,1.304249255,54.284
2891,0.5143,0.513172321,0.5143,0.511634786,100.0492628,98000,2017792,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=0) -> KAN(order=2,grid=15,act=SiLU)",1.819989414,34.998,1.547760648,45.386,1.473110947,48.13,1.425930267,49.848,1.387713231,51.274
2892,0.5199,0.521353498,0.5199,0.514105057,99.80363655,123600,2529792,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=0) -> KAN(order=2,grid=20,act=ReLU)",1.760696513,37.408,1.484199269,47.312,1.422203398,49.706,1.383794429,51.306,1.354276839,52.478
2893,0.5309,0.53549102,0.5309,0.528565035,98.93553424,123600,2529792,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=0) -> KAN(order=2,grid=20,act=GELU)",1.761606777,37.218,1.468423866,47.81,1.396265269,50.862,1.347297761,52.706,1.307712407,54.226
2894,0.5288,0.533453342,0.5288,0.525714031,99.61777902,123600,2529792,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=0) -> KAN(order=2,grid=20,act=SiLU)",1.797075933,35.488,1.51603809,46.08,1.424573299,49.688,1.373009818,51.778,1.335410365,53.164
2895,0.5225,0.522677384,0.5225,0.517641697,102.4763815,51920,1556992,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=0) -> KAN(order=3,grid=5,act=ReLU)",1.858630033,33.432,1.529430071,45.572,1.455215864,48.356,1.407184448,50.236,1.369117644,51.736
2896,0.4818,0.479300716,0.4818,0.475124577,102.7578051,51920,1556992,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=0) -> KAN(order=3,grid=5,act=GELU)",1.938576862,30.33,1.642256446,42.022,1.562095562,44.702,1.517964749,46.334,1.486421571,47.6
2897,0.5173,0.516745879,0.5173,0.513762877,103.7111354,51920,1556992,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=0) -> KAN(order=3,grid=5,act=SiLU)",1.94592167,30.236,1.602974055,43.274,1.504643305,46.802,1.443147064,49.006,1.403957747,50.696
2898,0.482,0.482553648,0.482,0.476820838,103.9044526,67280,2002432,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=0) -> KAN(order=3,grid=8,act=ReLU)",1.940251933,30.376,1.63567494,42.1,1.560472981,45.036,1.513594135,46.706,1.477170397,48
2899,0.5316,0.534176673,0.5316,0.527294521,103.7196274,67280,2002432,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=0) -> KAN(order=3,grid=8,act=GELU)",1.917261734,31.008,1.594772998,43.386,1.44550156,48.882,1.375328466,51.718,1.332073826,53.186
2900,0.5195,0.524343073,0.5195,0.518471871,101.8795083,67280,2002432,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=0) -> KAN(order=3,grid=8,act=SiLU)",1.891930372,32.318,1.592899193,43.474,1.477923645,47.672,1.413454158,50.072,1.371270098,52.068
2901,0.5164,0.523793535,0.5164,0.514952685,100.2999294,77520,2299392,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=0) -> KAN(order=3,grid=10,act=ReLU)",1.822887446,35.014,1.537224521,45.346,1.464936936,48.202,1.420400133,49.85,1.383479294,51.35
2902,0.5334,0.548000782,0.5334,0.527363263,102.3045504,77520,2299392,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=0) -> KAN(order=3,grid=10,act=GELU)",1.863731529,33.094,1.475957256,47.804,1.384019552,51.168,1.336270399,52.852,1.302728729,54.002
2903,0.511,0.513282609,0.511,0.507029787,102.880758,77520,2299392,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=0) -> KAN(order=3,grid=10,act=SiLU)",1.899035214,31.966,1.552803516,45.014,1.470352609,48.034,1.422547527,49.844,1.388282473,51.212
2904,0.4953,0.497423815,0.4953,0.485815912,102.4347136,103120,3041792,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=0) -> KAN(order=3,grid=15,act=ReLU)",1.830132634,34.852,1.554666854,44.722,1.481344407,47.55,1.439902173,49.21,1.413871251,50.336
2905,0.5326,0.538092036,0.5326,0.529166537,103.8651268,103120,3041792,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=0) -> KAN(order=3,grid=15,act=GELU)",1.848968217,33.744,1.506172513,46.606,1.413734776,50.178,1.355566253,52.356,1.312098038,54.01
2906,0.5136,0.513493741,0.5136,0.510460802,104.6116393,103120,3041792,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=0) -> KAN(order=3,grid=15,act=SiLU)",1.857649067,33.668,1.549071954,45.192,1.465513292,48.168,1.416435495,50.098,1.383169309,51.574
2907,0.4981,0.498704323,0.4981,0.494560324,104.2337906,128720,3784192,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=0) -> KAN(order=3,grid=20,act=ReLU)",1.86041436,33.312,1.536394455,45.448,1.465371987,48.188,1.427843515,49.686,1.401034263,50.594
2908,0.5472,0.544349226,0.5472,0.542412023,103.3173056,128720,3784192,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=0) -> KAN(order=3,grid=20,act=GELU)",1.74647852,38.142,1.453240263,48.816,1.367351502,52.054,1.314249159,53.926,1.278837134,55.408
2909,0.5257,0.529410678,0.5257,0.52384089,103.3930597,128720,3784192,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=0) -> KAN(order=3,grid=20,act=SiLU)",1.73070194,38.532,1.463029116,47.892,1.398260697,50.698,1.353197604,52.354,1.322582219,53.508
2910,0.4817,0.485138711,0.4817,0.472883936,104.869638,57040,2258432,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=0) -> KAN(order=4,grid=5,act=ReLU)",1.917958543,31.654,1.642946379,42.03,1.555729193,44.994,1.508046752,46.724,1.47401993,47.85
2911,0.489,0.495825871,0.489,0.483856982,103.482059,57040,2258432,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=0) -> KAN(order=4,grid=5,act=GELU)",1.90665586,32.042,1.593766454,43.592,1.503787682,46.698,1.458878541,48.312,1.428917609,49.3
2912,0.5108,0.515178507,0.5108,0.509501188,104.1588173,57040,2258432,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=0) -> KAN(order=4,grid=5,act=SiLU)",1.886485185,32.506,1.586209952,43.748,1.495938176,46.698,1.440121306,48.968,1.399866322,50.41
2913,0.4733,0.478355445,0.4733,0.467412516,104.0060408,72400,2842112,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=0) -> KAN(order=4,grid=8,act=ReLU)",2.005047121,27.25,1.72740226,38.82,1.586676934,43.944,1.52145766,46.028,1.480589158,47.694
2914,0.5278,0.531110548,0.5278,0.525530174,104.7407465,72400,2842112,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=0) -> KAN(order=4,grid=8,act=GELU)",1.851075587,33.458,1.526280948,45.8,1.436317114,49.33,1.380986456,51.308,1.339760541,52.76
2915,0.5117,0.513090556,0.5117,0.507548748,104.9658358,72400,2842112,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=0) -> KAN(order=4,grid=8,act=SiLU)",1.87919212,32.902,1.592977872,43.422,1.496735412,47.14,1.43354202,49.576,1.386279677,51.378
2916,0.537,0.53907003,0.537,0.535332599,105.9111547,82640,3231232,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=0) -> KAN(order=4,grid=10,act=ReLU)",1.845417457,34.148,1.506365323,46.706,1.406868718,50.256,1.358963208,52.258,1.325784117,53.478
2917,0.4922,0.489157816,0.4922,0.486962812,106.2277381,82640,3231232,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=0) -> KAN(order=4,grid=10,act=GELU)",1.965645882,28.946,1.643084081,41.546,1.539334599,45.412,1.48136033,47.412,1.443938853,48.91
2918,0.5082,0.509880095,0.5082,0.503957277,104.8541617,82640,3231232,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=0) -> KAN(order=4,grid=10,act=SiLU)",1.816956939,34.958,1.525615269,45.904,1.460506149,48.54,1.421626821,50.076,1.39383528,51.114
2919,0.5141,0.512199493,0.5141,0.504579698,106.7894332,108240,4204032,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=0) -> KAN(order=4,grid=15,act=ReLU)",1.790596668,35.888,1.505743857,46.53,1.439909753,49.206,1.399526246,50.63,1.36874489,51.66
2920,0.5247,0.526647713,0.5247,0.520882826,107.1760659,108240,4204032,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=0) -> KAN(order=4,grid=15,act=GELU)",1.804725381,35.43,1.491913902,47.102,1.413985235,50.348,1.366804971,51.848,1.336845831,53.128
2921,0.5258,0.527211044,0.5258,0.522634292,106.6183271,108240,4204032,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=0) -> KAN(order=4,grid=15,act=SiLU)",1.901619837,31.668,1.562395305,44.432,1.460255063,48.382,1.397827058,50.618,1.350815462,52.496
2922,0.5211,0.538241951,0.5211,0.519782914,110.0079477,133840,5176832,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=0) -> KAN(order=4,grid=20,act=ReLU)",1.786715154,36.352,1.485618284,47.376,1.405571571,50.46,1.35942286,52.072,1.325107733,53.638
2923,0.519,0.522895768,0.519,0.517647833,110.4133439,133840,5176832,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=0) -> KAN(order=4,grid=20,act=GELU)",1.78043742,36.724,1.520828544,46.322,1.441735097,49.236,1.390361891,51.134,1.352482701,52.484
2924,0.5149,0.518735604,0.5149,0.510613276,110.1689303,133840,5176832,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=0) -> KAN(order=4,grid=20,act=SiLU)",1.791914717,36.136,1.519244817,46.184,1.440412039,49.03,1.391407446,50.956,1.356457955,52.36
2925,0.5035,0.504316339,0.5035,0.496699377,108.8516271,62160,3098112,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=0) -> KAN(order=5,grid=5,act=ReLU)",1.914978438,31.032,1.583253829,44.04,1.483618237,47.488,1.432006427,49.396,1.400329202,50.828
2926,0.4831,0.492323438,0.4831,0.477605976,109.5337141,62160,3098112,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=0) -> KAN(order=5,grid=5,act=GELU)",1.941488524,30.072,1.644488051,41.812,1.546511971,45.304,1.497045769,47.11,1.46481986,48.092
2927,0.4783,0.476947179,0.4783,0.468595743,109.2184589,62160,3098112,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=0) -> KAN(order=5,grid=5,act=SiLU)",1.971497444,29.064,1.649948711,41.844,1.570167974,44.378,1.524625612,46.264,1.492431851,47.468
2928,0.4671,0.46896887,0.4671,0.461807571,110.2993386,77520,3820032,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=0) -> KAN(order=5,grid=8,act=ReLU)",1.96369732,28.656,1.63901466,41.242,1.551960975,44.518,1.51617503,46.09,1.495629613,46.73
2929,0.5057,0.506431004,0.5057,0.501071799,110.1854861,77520,3820032,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=0) -> KAN(order=5,grid=8,act=GELU)",1.871362148,32.432,1.524791155,45.752,1.451483219,48.818,1.406220469,50.406,1.372213723,51.572
2930,0.5182,0.521266751,0.5182,0.510020538,109.4467382,77520,3820032,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=0) -> KAN(order=5,grid=8,act=SiLU)",1.855979871,33.568,1.552086308,45.146,1.470038797,48.22,1.416437888,50.09,1.377017332,51.464
2931,0.5346,0.542579287,0.5346,0.53383832,110.9697323,87760,4301312,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=0) -> KAN(order=5,grid=10,act=ReLU)",1.799608413,35.896,1.511046187,46.48,1.418503866,49.778,1.362392602,52.084,1.321705582,53.362
2932,0.518,0.52065224,0.518,0.514783892,110.906924,87760,4301312,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=0) -> KAN(order=5,grid=10,act=GELU)",1.796654139,36.028,1.492473198,47.202,1.428024638,49.49,1.389478278,51.072,1.359334087,52.16
2933,0.5093,0.511046419,0.5093,0.505250322,110.4469912,87760,4301312,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=0) -> KAN(order=5,grid=10,act=SiLU)",1.852072235,33.834,1.548997017,45.162,1.470301333,47.932,1.428540657,49.524,1.394928819,50.942
2934,0.5086,0.505511119,0.5086,0.501921926,114.0291829,113360,5504512,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=0) -> KAN(order=5,grid=15,act=ReLU)",1.90112876,31.616,1.557726043,44.676,1.477282629,47.858,1.436382565,49.3,1.404100903,50.722
2935,0.5239,0.540420052,0.5239,0.521533227,113.0534773,113360,5504512,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=0) -> KAN(order=5,grid=15,act=GELU)",1.798088791,36.024,1.49198514,47.336,1.406868782,50.4,1.357080436,52.24,1.322858505,53.494
2936,0.5121,0.520020231,0.5121,0.51132618,113.1348519,113360,5504512,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=0) -> KAN(order=5,grid=15,act=SiLU)",1.81794372,35.504,1.534312631,45.52,1.457535471,48.462,1.407867835,50.484,1.370168165,51.57
2937,0.5388,0.542480168,0.5388,0.537820151,118.0700247,138960,6707712,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=0) -> KAN(order=5,grid=20,act=ReLU)",1.753125667,37.284,1.468958588,47.706,1.396282156,50.61,1.347015996,52.506,1.305804102,53.97
2938,0.5087,0.509602299,0.5087,0.50354689,118.8316381,138960,6707712,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=0) -> KAN(order=5,grid=20,act=GELU)",1.809464834,35.464,1.530357583,46.016,1.456420884,48.53,1.412108586,50.332,1.38059361,51.374
2939,0.5256,0.531625118,0.5256,0.523715945,118.1273694,138960,6707712,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=0) -> KAN(order=5,grid=20,act=SiLU)",1.771662696,36.956,1.468489415,47.948,1.399632747,50.652,1.347762839,52.608,1.311212393,54.004
2940,0.5222,0.560039719,0.5222,0.524104795,100.4445603,72720,1472800,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=1) -> KAN(order=2,grid=5,act=ReLU)",1.834718335,34.034,1.515274999,46.152,1.422165532,49.682,1.361329717,51.902,1.308922045,53.808
2941,0.5026,0.509301662,0.5026,0.499399323,97.89104795,72720,1472800,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=1) -> KAN(order=2,grid=5,act=GELU)",1.908487478,31.448,1.551693665,44.8,1.472631481,47.774,1.424428337,49.492,1.393538228,50.676
2942,0.5118,0.513592556,0.5118,0.505538569,99.04715919,72720,1472800,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=1) -> KAN(order=2,grid=5,act=SiLU)",1.847104943,34.124,1.533618676,45.638,1.457694322,48.328,1.418579008,49.932,1.387359151,50.754
2943,0.542,0.549004763,0.542,0.542900322,100.1285474,96720,1952800,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=1) -> KAN(order=2,grid=8,act=ReLU)",1.778477786,36.494,1.451082968,48.456,1.377257501,51.002,1.332405131,52.95,1.296525128,54.4
2944,0.5471,0.554141708,0.5471,0.543905789,98.66573977,96720,1952800,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=1) -> KAN(order=2,grid=8,act=GELU)",1.751932355,37.37,1.442671471,48.658,1.363740642,51.822,1.310265452,53.874,1.265824075,55.44
2945,0.5332,0.542029141,0.5332,0.529902499,97.59453249,96720,1952800,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=1) -> KAN(order=2,grid=8,act=SiLU)",1.850830749,33.66,1.494107299,46.912,1.404673142,50.214,1.355740841,52.152,1.318911441,53.62
2946,0.5156,0.51656301,0.5156,0.510829918,99.16263294,112720,2272800,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=1) -> KAN(order=2,grid=10,act=ReLU)",1.836579561,34.628,1.544870273,45.26,1.466597812,48.136,1.414731781,50.114,1.376442021,51.47
2947,0.5281,0.529389669,0.5281,0.524662276,99.70146036,112720,2272800,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=1) -> KAN(order=2,grid=10,act=GELU)",1.816034333,35.134,1.491437414,47.25,1.412675688,49.96,1.372387277,51.55,1.337970155,52.988
2948,0.5518,0.553932825,0.5518,0.548745812,99.0207386,112720,2272800,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=1) -> KAN(order=2,grid=10,act=SiLU)",1.798673282,36.224,1.460331943,48.1,1.370358254,51.676,1.314983666,53.558,1.275904841,55.224
2949,0.5515,0.554502175,0.5515,0.550456942,99.04248548,152720,3072800,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=1) -> KAN(order=2,grid=15,act=ReLU)",1.716214867,39.088,1.428778245,49.37,1.347938335,52.562,1.294812332,54.334,1.255807009,55.674
2950,0.5438,0.547805343,0.5438,0.5401853,100.6246388,152720,3072800,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=1) -> KAN(order=2,grid=15,act=GELU)",1.765425332,37.562,1.454888432,48.25,1.370025739,51.502,1.31442875,53.652,1.271022001,55.28
2951,0.5319,0.53299457,0.5319,0.527068831,101.0012398,152720,3072800,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=1) -> KAN(order=2,grid=15,act=SiLU)",1.874788701,33.272,1.510678114,46.686,1.408880903,50.254,1.355528212,52.294,1.317726924,53.656
2952,0.5259,0.532013444,0.5259,0.51993554,104.2837372,192720,3872800,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=1) -> KAN(order=2,grid=20,act=ReLU)",1.796946246,36.174,1.500144341,47.076,1.422290732,49.648,1.373834722,51.586,1.335273024,52.868
2953,0.5269,0.535949217,0.5269,0.524449756,103.2785265,192720,3872800,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=1) -> KAN(order=2,grid=20,act=GELU)",1.759256921,37.532,1.435638791,49.294,1.366405523,51.848,1.323455783,53.334,1.290942408,54.726
2954,0.5415,0.538415516,0.5415,0.537770767,102.8486147,192720,3872800,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=1) -> KAN(order=2,grid=20,act=SiLU)",1.765483927,37.144,1.464087799,48.252,1.387099119,50.998,1.33500542,52.928,1.288460818,54.93
2955,0.5357,0.544382311,0.5357,0.533706861,103.4637554,80720,2352800,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=1) -> KAN(order=3,grid=5,act=ReLU)",1.855531486,34.242,1.5212092,46.26,1.427800607,49.554,1.375310367,51.35,1.333160291,53.116
2956,0.5328,0.540667156,0.5328,0.532923965,101.8572927,80720,2352800,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=1) -> KAN(order=3,grid=5,act=GELU)",1.885586367,32.142,1.539428582,45.596,1.438970082,49.18,1.379511255,51.346,1.33639321,53.12
2957,0.526,0.53280284,0.526,0.523672524,101.9610171,80720,2352800,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=1) -> KAN(order=3,grid=5,act=SiLU)",1.802188852,35.456,1.482444353,47.476,1.406803137,50.236,1.36385642,51.75,1.333124143,52.786
2958,0.5347,0.533866047,0.5347,0.530172634,103.0292251,104720,3048800,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=1) -> KAN(order=3,grid=8,act=ReLU)",1.785693579,36.222,1.471638508,47.736,1.397708192,50.484,1.351690616,52.328,1.320518543,53.536
2959,0.5248,0.525630183,0.5248,0.522197249,103.3850477,104720,3048800,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=1) -> KAN(order=3,grid=8,act=GELU)",1.863613447,33.24,1.527878133,45.91,1.440001778,48.97,1.391160288,50.75,1.355836099,52.476
2960,0.5292,0.550233435,0.5292,0.52775369,103.2027388,104720,3048800,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=1) -> KAN(order=3,grid=8,act=SiLU)",1.842461246,33.824,1.46564345,48.018,1.39189572,50.734,1.346181255,52.554,1.307412393,53.99
2961,0.517,0.52476333,0.517,0.51753214,105.3028419,120720,3512800,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=1) -> KAN(order=3,grid=10,act=ReLU)",1.875534417,32.816,1.567673436,44.512,1.475994123,47.904,1.417791223,50.028,1.374690116,51.652
2962,0.5076,0.516770639,0.5076,0.498820121,105.0347438,120720,3512800,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=1) -> KAN(order=3,grid=10,act=GELU)",1.896257699,32.186,1.576248661,44.234,1.480472992,47.804,1.421576289,49.544,1.386050412,51.216
2963,0.5239,0.524795411,0.5239,0.518045874,104.9519265,120720,3512800,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=1) -> KAN(order=3,grid=10,act=SiLU)",1.831553144,35.182,1.522227305,46.166,1.431854229,49.39,1.37749928,51.372,1.341710044,52.75
2964,0.5389,0.543054661,0.5389,0.533092294,107.9897757,160720,4672800,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=1) -> KAN(order=3,grid=15,act=ReLU)",1.729369545,38.704,1.428328976,49.344,1.350913721,52.256,1.298273433,54.286,1.257073779,55.776
2965,0.5435,0.541225809,0.5435,0.538718778,107.9687262,160720,4672800,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=1) -> KAN(order=3,grid=15,act=GELU)",1.835546216,34.204,1.505837164,46.656,1.397754045,50.702,1.333729875,53.048,1.292034753,54.532
2966,0.5131,0.522829903,0.5131,0.509465571,108.1712487,160720,4672800,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> Conv2d(k=1,p=1) -> KAN(order=3,grid=15,act=SiLU)",1.820691642,34.938,1.525147794,46.102,1.443098306,48.914,1.390469256,51.04,1.353361292,52.558
