arch_id,test_accuracy,test_precision,test_recall,test_f1_score,epoch_time_sec,num_params,num_flops,architecture,train_loss_epoch_1,train_acc_epoch_1,train_loss_epoch_2,train_acc_epoch_2,train_loss_epoch_3,train_acc_epoch_3,train_loss_epoch_4,train_acc_epoch_4,train_loss_epoch_5,train_acc_epoch_5
0,0.5052,0.507261865,0.5052,0.499787732,90.98902011,92336,1672192,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=0) -> KAN(order=2,grid=5,act=ReLU)",1.867572646,33.898,1.59110851,44.296,1.493925441,47.642,1.443893242,49.234,1.404826451,50.908
1,0.5176,0.52619433,0.5176,0.51087693,92.96964645,92336,1672192,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=0) -> KAN(order=2,grid=5,act=GELU)",1.806704046,35.688,1.497033888,47.338,1.426527308,49.734,1.387803692,51.24,1.360799169,52.41
2,0.5445,0.543812247,0.5445,0.540159137,95.30354786,92336,1672192,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=0) -> KAN(order=2,grid=5,act=SiLU)",1.760993687,37.532,1.43512468,49.53,1.352503468,52.57,1.302977219,54.462,1.26969324,55.644
3,0.5127,0.529003719,0.5127,0.503975092,93.59779739,123056,2286592,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=0) -> KAN(order=2,grid=8,act=ReLU)",1.792741323,36.736,1.488894069,47.616,1.411547523,50.342,1.367855866,51.994,1.332404226,53.248
4,0.5532,0.558128755,0.5532,0.553496417,92.37122798,123056,2286592,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=0) -> KAN(order=2,grid=8,act=GELU)",1.675934971,40.77,1.387929163,51.128,1.30948492,54.054,1.261852517,55.828,1.223524533,57.01
5,0.5498,0.552174659,0.5498,0.543944418,91.00955105,123056,2286592,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=0) -> KAN(order=2,grid=8,act=SiLU)",1.709598865,39.78,1.403585078,50.786,1.324247636,53.682,1.277203587,55.208,1.241500204,56.478
6,0.5099,0.522234034,0.5099,0.502557124,91.2471292,143536,2696192,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=0) -> KAN(order=2,grid=10,act=ReLU)",1.797908996,36.216,1.510499924,46.976,1.43362079,49.694,1.383368143,51.568,1.34694212,52.772
7,0.5499,0.54862518,0.5499,0.544556061,102.3551812,143536,2696192,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=0) -> KAN(order=2,grid=10,act=GELU)",1.774665284,37.504,1.434126618,49.674,1.331471994,53.408,1.276655565,55.346,1.238527304,56.708
8,0.5468,0.547741616,0.5468,0.541336849,120.5452771,143536,2696192,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=0) -> KAN(order=2,grid=10,act=SiLU)",1.727589175,39.24,1.420621786,50.356,1.335317215,53.214,1.283903897,55.154,1.251091837,56.3
9,0.5441,0.551548639,0.5441,0.539483992,93.31236887,194736,3720192,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=0) -> KAN(order=2,grid=15,act=ReLU)",1.709386429,38.728,1.402486453,50.454,1.321675654,53.596,1.270940976,55.852,1.236616647,57.042
10,0.5274,0.53196318,0.5274,0.520128854,93.5765934,194736,3720192,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=0) -> KAN(order=2,grid=15,act=GELU)",1.710677668,39.706,1.424978107,50.264,1.343634692,53.202,1.289119116,55.21,1.242899423,56.65
11,0.5358,0.532067902,0.5358,0.530823144,92.86116195,194736,3720192,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=0) -> KAN(order=2,grid=15,act=SiLU)",1.730146977,39.026,1.423164063,49.808,1.348273843,52.714,1.304062871,54.272,1.272210678,55.59
12,0.5436,0.547611045,0.5436,0.540071067,95.26971054,245936,4744192,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=0) -> KAN(order=2,grid=20,act=ReLU)",1.671488514,40.98,1.396638011,51.162,1.318669124,53.958,1.270357074,55.578,1.229499573,57.298
13,0.535,0.545015515,0.535,0.533814342,97.01041341,245936,4744192,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=0) -> KAN(order=2,grid=20,act=GELU)",1.682222752,40.804,1.382112967,51.134,1.295195239,54.498,1.238669202,56.81,1.197279107,58.24
14,0.5376,0.535621101,0.5376,0.532561539,95.42170167,245936,4744192,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=0) -> KAN(order=2,grid=20,act=SiLU)",1.704995432,39.504,1.404746407,50.612,1.338895853,53.168,1.296117249,54.816,1.263952021,55.736
15,0.4989,0.499796119,0.4989,0.493668998,93.34486699,102576,2798592,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=0) -> KAN(order=3,grid=5,act=ReLU)",1.880561552,33.446,1.596397621,43.836,1.496931825,47.356,1.449328275,48.916,1.415543009,50.416
16,0.5316,0.530454274,0.5316,0.528932297,93.19712901,102576,2798592,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=0) -> KAN(order=3,grid=5,act=GELU)",1.758473788,38.082,1.493712055,47.658,1.41808466,50.456,1.369860446,52.024,1.330224181,53.622
17,0.525,0.53086674,0.525,0.525339176,96.2554915,102576,2798592,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=0) -> KAN(order=3,grid=5,act=SiLU)",1.762773289,38.038,1.47613903,47.988,1.395591296,51.068,1.357191351,52.22,1.330626249,53.308
18,0.5251,0.53065955,0.5251,0.519798726,96.88527608,133296,3689472,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=0) -> KAN(order=3,grid=8,act=ReLU)",1.764607151,37.406,1.466609686,48.276,1.400811169,50.606,1.358902176,52.204,1.323641065,53.654
19,0.5223,0.5225551,0.5223,0.513692875,97.70159316,133296,3689472,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=0) -> KAN(order=3,grid=8,act=GELU)",1.816474923,35.634,1.50605682,47.26,1.419518473,50.2,1.37046927,52.148,1.334007564,53.332
20,0.5339,0.544361672,0.5339,0.531269477,106.4029202,133296,3689472,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=0) -> KAN(order=3,grid=8,act=SiLU)",1.728209808,38.824,1.451983117,48.792,1.38427838,51.202,1.338322561,53.132,1.305330886,54.136
21,0.5257,0.54077335,0.5257,0.520836684,99.07070374,153776,4283392,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=0) -> KAN(order=3,grid=10,act=ReLU)",1.805015408,36.15,1.514713426,46.952,1.417520276,50.258,1.354906883,52.444,1.307225655,54.388
22,0.5028,0.502382843,0.5028,0.498725631,98.75793886,153776,4283392,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=0) -> KAN(order=3,grid=10,act=GELU)",1.913436212,32.4,1.571868744,44.918,1.48480339,47.756,1.43870309,49.498,1.406310252,50.936
23,0.5321,0.532130762,0.5321,0.526603574,100.3354135,153776,4283392,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=0) -> KAN(order=3,grid=10,act=SiLU)",1.735298697,38.492,1.446929226,48.942,1.378326927,51.638,1.340464263,53.054,1.305410806,54.538
24,0.5246,0.524513368,0.5246,0.519844569,111.236728,204976,5768192,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=0) -> KAN(order=3,grid=15,act=ReLU)",1.734701633,38.524,1.442229352,49.166,1.370278256,51.788,1.329194259,53.39,1.300938303,54.622
25,0.5414,0.544942937,0.5414,0.533151973,106.3949611,204976,5768192,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=0) -> KAN(order=3,grid=15,act=GELU)",1.739097364,38.844,1.462958093,48.58,1.356003884,52.498,1.295850829,54.632,1.247739713,56.426
26,0.5393,0.541532787,0.5393,0.535950993,106.058814,204976,5768192,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=0) -> KAN(order=3,grid=15,act=SiLU)",1.751981429,37.914,1.433005624,49.88,1.339308001,53.156,1.285557129,55.012,1.247169889,56.508
27,0.5552,0.55877729,0.5552,0.555539568,112.1561155,256176,7252992,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=0) -> KAN(order=3,grid=20,act=ReLU)",1.671651098,40.654,1.372829638,51.804,1.294540048,54.77,1.248550717,56.552,1.209469642,57.834
28,0.5369,0.540971885,0.5369,0.533438693,112.43557,256176,7252992,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=0) -> KAN(order=3,grid=20,act=GELU)",1.726426262,38.726,1.426964943,49.834,1.348961192,52.768,1.298367499,54.608,1.262396712,55.95
29,0.5407,0.53554612,0.5407,0.531129676,112.1021576,256176,7252992,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=0) -> KAN(order=3,grid=20,act=SiLU)",1.653938195,41.914,1.367085464,52.072,1.292691373,55.016,1.243870023,56.684,1.20652431,58.014
30,0.5134,0.535178511,0.5134,0.507333555,103.580121,112816,4201472,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=0) -> KAN(order=4,grid=5,act=ReLU)",1.781411955,36.996,1.492816746,47.4,1.409490947,50.294,1.365985894,52.16,1.336326291,53.188
31,0.5177,0.529409147,0.5177,0.518331793,102.2839193,112816,4201472,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=0) -> KAN(order=4,grid=5,act=GELU)",1.815938011,35.686,1.503647057,47.188,1.426869345,49.798,1.384748123,51.492,1.351843188,52.572
32,0.5284,0.536847165,0.5284,0.52203043,103.2844615,112816,4201472,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=0) -> KAN(order=4,grid=5,act=SiLU)",1.773896599,37.616,1.46511145,48.538,1.394158623,51.34,1.352047739,52.82,1.318862692,54.086
33,0.547,0.545906029,0.547,0.541927554,105.151988,143536,5368832,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=0) -> KAN(order=4,grid=8,act=ReLU)",1.775923163,37.086,1.457105998,48.682,1.363646828,52.056,1.310744263,54.106,1.274030923,55.326
34,0.5449,0.549195194,0.5449,0.542764478,106.376585,143536,5368832,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=0) -> KAN(order=4,grid=8,act=GELU)",1.779612806,37.186,1.445590623,49.328,1.356842359,52.568,1.308452805,54.158,1.269569064,55.668
35,0.5436,0.547122136,0.5436,0.541172683,106.800456,143536,5368832,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=0) -> KAN(order=4,grid=8,act=SiLU)",1.723744109,39.288,1.422101487,50.042,1.348239005,52.678,1.301320915,54.56,1.268628675,55.696
36,0.5366,0.544832217,0.5366,0.534877962,109.9410095,164016,6147072,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=0) -> KAN(order=4,grid=10,act=ReLU)",1.749902421,38.118,1.442882987,49.276,1.360868936,52.018,1.314893673,53.81,1.28136184,55.006
37,0.5106,0.517020453,0.5106,0.506753866,110.1432602,164016,6147072,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=0) -> KAN(order=4,grid=10,act=GELU)",1.794905743,36.706,1.529206555,46.318,1.451261409,49.082,1.408977425,50.418,1.372512432,51.92
38,0.5428,0.547479129,0.5428,0.537860507,110.1077645,164016,6147072,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=0) -> KAN(order=4,grid=10,act=SiLU)",1.769744483,37.288,1.452288432,49.232,1.375475462,51.772,1.326395766,53.35,1.288947138,54.89
39,0.5011,0.529115859,0.5011,0.497963058,117.6206098,215216,8092672,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=0) -> KAN(order=4,grid=15,act=ReLU)",1.777058825,36.842,1.508921792,47.156,1.420251051,50.452,1.366538819,52.402,1.323351997,54.024
40,0.5171,0.535578651,0.5171,0.521523737,117.3764977,215216,8092672,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=0) -> KAN(order=4,grid=15,act=GELU)",1.763197555,37.46,1.493607249,47.618,1.400028775,50.88,1.345861172,52.992,1.302689312,54.516
41,0.5332,0.529899129,0.5332,0.526413878,122.8233843,215216,8092672,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=0) -> KAN(order=4,grid=15,act=SiLU)",1.787241592,36.664,1.467769528,48.26,1.385075102,51.502,1.334096796,53.126,1.296143076,54.796
42,0.4915,0.492409973,0.4915,0.487232666,130.5376763,266416,10038272,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=0) -> KAN(order=4,grid=20,act=ReLU)",1.874724781,32.692,1.573625129,44.314,1.489464642,47.404,1.443535694,49.164,1.414410338,50.388
43,0.5273,0.531499132,0.5273,0.521474289,124.7333333,266416,10038272,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=0) -> KAN(order=4,grid=20,act=GELU)",1.71979538,39.836,1.445347626,49.51,1.370241825,52.142,1.324441374,53.978,1.286785434,55.326
44,0.5359,0.537694727,0.5359,0.532964499,123.9853885,266416,10038272,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=0) -> KAN(order=4,grid=20,act=SiLU)",1.704682965,39.792,1.431684324,49.452,1.354781676,52.624,1.305805757,54.296,1.268494961,55.748
45,0.4879,0.485783246,0.4879,0.483121119,109.7701888,123056,5880832,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=0) -> KAN(order=5,grid=5,act=ReLU)",1.923800558,32.412,1.638180761,42.896,1.551348018,45.662,1.506645719,47.058,1.478393608,48.14
46,0.5126,0.522759462,0.5126,0.509117158,109.2945678,123056,5880832,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=0) -> KAN(order=5,grid=5,act=GELU)",1.886239618,33.294,1.545048724,45.932,1.449297965,49.196,1.407725196,50.648,1.375667097,51.806
47,0.5183,0.522133323,0.5183,0.51156993,109.0717063,123056,5880832,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=0) -> KAN(order=5,grid=5,act=SiLU)",1.846481687,34.778,1.521831536,46.538,1.440064484,49.19,1.390665746,51.068,1.356944819,52.318
48,0.5349,0.529783828,0.5349,0.527616865,116.3005309,153776,7324672,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=0) -> KAN(order=5,grid=8,act=ReLU)",1.821959362,35.538,1.48127143,48.008,1.387695091,51.342,1.342291428,53.074,1.309632545,54.246
49,0.5293,0.530911264,0.5293,0.521970942,116.1687684,153776,7324672,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=0) -> KAN(order=5,grid=8,act=GELU)",1.788537394,36.75,1.497722769,47.398,1.409392252,50.614,1.357379212,52.456,1.320288391,53.73
50,0.5257,0.535037737,0.5257,0.516398068,115.9480338,153776,7324672,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=0) -> KAN(order=5,grid=8,act=SiLU)",1.744207436,37.938,1.469722646,48.24,1.398453774,50.994,1.35337386,52.522,1.318129655,53.854
51,0.5196,0.523460753,0.5196,0.513317053,119.0667622,174256,8287232,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=0) -> KAN(order=5,grid=10,act=ReLU)",1.799751815,36.146,1.497434194,47.318,1.416471944,50.34,1.369495659,52.114,1.338733264,53.17
52,0.5051,0.508005598,0.5051,0.499997811,119.2356751,174256,8287232,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=0) -> KAN(order=5,grid=10,act=GELU)",1.884474916,32.114,1.554446159,45.222,1.467283086,48.61,1.421993237,50.192,1.38702163,51.466
53,0.536,0.539613381,0.536,0.530437021,119.0766985,174256,8287232,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=0) -> KAN(order=5,grid=10,act=SiLU)",1.735918162,39.328,1.464190705,48.808,1.379447083,51.676,1.321690712,53.804,1.280572238,55.272
54,0.5096,0.516820403,0.5096,0.504562185,128.3206499,225456,10693632,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=0) -> KAN(order=5,grid=15,act=ReLU)",1.825804597,35.26,1.508391183,46.918,1.43973979,49.412,1.403182547,50.466,1.377836934,51.718
55,0.5459,0.556845437,0.5459,0.540704894,128.6501045,225456,10693632,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=0) -> KAN(order=5,grid=15,act=GELU)",1.693550456,40.514,1.394543782,51.136,1.31673528,54.068,1.267704734,55.86,1.227284263,57.282
56,0.474,0.482805967,0.474,0.472841965,128.5571709,225456,10693632,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=0) -> KAN(order=5,grid=15,act=SiLU)",1.952893305,31.136,1.739029114,39.248,1.6428061,42.656,1.527810383,46.692,1.474188873,48.486
57,0.5373,0.540236215,0.5373,0.531128813,138.8022492,276656,13100032,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=0) -> KAN(order=5,grid=20,act=ReLU)",1.7973208,36.824,1.474356438,48.33,1.371394456,51.898,1.313690431,54.144,1.275414991,55.618
58,0.5057,0.51000469,0.5057,0.503944487,138.997648,276656,13100032,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=0) -> KAN(order=5,grid=20,act=GELU)",1.782491118,36.478,1.522409831,46.676,1.445135428,49.31,1.393282634,51.57,1.359027241,52.722
59,0.5583,0.561755528,0.5583,0.556550702,138.140727,276656,13100032,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=0) -> KAN(order=5,grid=20,act=SiLU)",1.682649739,40.952,1.366533037,52.024,1.284129048,55.116,1.233391875,56.97,1.193338855,58.526
60,0.5134,0.517380897,0.5134,0.506946568,92.83399725,116816,2103312,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> KAN(order=2,grid=5,act=ReLU)",1.8061367,36.106,1.512960433,46.534,1.436503026,49.562,1.392374475,51.118,1.366428101,52.034
61,0.5412,0.542042398,0.5412,0.539273047,95.29456758,116816,2103312,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> KAN(order=2,grid=5,act=GELU)",1.787490064,36.628,1.469375709,47.996,1.389654745,51.126,1.340438501,53.066,1.307355097,54.372
62,0.5185,0.513643479,0.5185,0.509330876,97.49557543,116816,2103312,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> KAN(order=2,grid=5,act=SiLU)",1.843707309,34.658,1.540867629,45.672,1.439225498,49.554,1.386415961,51.412,1.351933577,52.78
63,0.5296,0.537842778,0.5296,0.522842604,94.89488769,155696,2880912,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> KAN(order=2,grid=8,act=ReLU)",1.744010894,38.53,1.451831845,49.072,1.384897336,51.588,1.341301039,53.068,1.306725844,54.462
64,0.5432,0.554503119,0.5432,0.543966129,93.66855383,155696,2880912,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> KAN(order=2,grid=8,act=GELU)",1.793720172,36.46,1.466552376,48.504,1.363581059,52.13,1.308938265,54.17,1.269550183,55.734
65,0.5314,0.540011938,0.5314,0.530744073,93.88137794,155696,2880912,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> KAN(order=2,grid=8,act=SiLU)",1.792763787,36.198,1.499096626,47.112,1.40312005,50.438,1.349581562,52.75,1.311925728,54.07
66,0.5459,0.551311214,0.5459,0.543545202,94.5684762,181616,3399312,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> KAN(order=2,grid=10,act=ReLU)",1.715609757,39.436,1.404446721,50.632,1.315861866,53.768,1.267051675,55.562,1.232103956,56.78
67,0.5512,0.558424494,0.5512,0.54312494,98.25191903,181616,3399312,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> KAN(order=2,grid=10,act=GELU)",1.693391808,39.93,1.36786275,52.03,1.281913519,55.074,1.230103126,56.836,1.18886738,58.538
68,0.5484,0.554743778,0.5484,0.546534526,95.00167704,181616,3399312,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> KAN(order=2,grid=10,act=SiLU)",1.702487739,39.764,1.389272328,51.412,1.306845333,54.254,1.249691356,56.244,1.213246547,57.438
69,0.5513,0.556800541,0.5513,0.545825761,98.74648309,246416,4695312,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> KAN(order=2,grid=15,act=ReLU)",1.657536065,41.442,1.352066628,52.486,1.275831767,55.182,1.22160991,57.216,1.185749224,58.512
70,0.5408,0.555719576,0.5408,0.541199598,99.468611,246416,4695312,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> KAN(order=2,grid=15,act=GELU)",1.725709765,38.948,1.405723603,50.534,1.30354112,54.582,1.24840431,56.272,1.204903265,57.952
71,0.5449,0.549056236,0.5449,0.542511499,98.53263688,246416,4695312,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> KAN(order=2,grid=15,act=SiLU)",1.664814827,41.226,1.386129042,51.258,1.327099515,53.272,1.287304099,55.024,1.259084901,55.976
72,0.5454,0.556736801,0.5454,0.546369522,103.3560488,311216,5991312,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> KAN(order=2,grid=20,act=ReLU)",1.73740808,38.118,1.453968884,48.74,1.339044085,52.988,1.272331038,55.368,1.223541917,57.372
73,0.5255,0.534354222,0.5255,0.521254693,103.3524051,311216,5991312,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> KAN(order=2,grid=20,act=GELU)",1.76172319,37.616,1.446898552,49.142,1.363640851,52.154,1.312231077,54.104,1.273384915,55.61
74,0.5354,0.538710065,0.5354,0.534378699,103.3575637,311216,5991312,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> KAN(order=2,grid=20,act=SiLU)",1.730207631,38.676,1.453655835,48.88,1.356345308,52.486,1.300449302,54.478,1.257377721,56.124
75,0.4934,0.535209756,0.4934,0.492515193,97.84666562,129776,3528912,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> KAN(order=3,grid=5,act=ReLU)",1.851614524,34.24,1.538528861,45.718,1.450788575,48.7,1.414317071,50.22,1.382522753,51.24
76,0.5371,0.547294583,0.5371,0.53598525,96.87135243,129776,3528912,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> KAN(order=3,grid=5,act=GELU)",1.809018149,35.778,1.475719897,48.024,1.386868358,51.342,1.341037469,52.912,1.302310288,54.526
77,0.5187,0.528257635,0.5187,0.513933104,97.92709899,129776,3528912,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> KAN(order=3,grid=5,act=SiLU)",1.841574983,35.36,1.517550652,46.608,1.419283905,50.246,1.36632655,52.516,1.3318085,53.732
78,0.5229,0.536322171,0.5229,0.521570741,100.3219166,168656,4656432,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> KAN(order=3,grid=8,act=ReLU)",1.80588938,36.302,1.512257615,46.928,1.428617883,49.848,1.377511088,51.704,1.3389583,53.164
79,0.527,0.527458144,0.527,0.515307061,101.8858986,168656,4656432,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> KAN(order=3,grid=8,act=GELU)",1.756587642,37.792,1.46127184,48.508,1.386701507,51.294,1.344022876,52.892,1.310209162,54.106
80,0.5526,0.555735996,0.5526,0.550399261,101.3188519,168656,4656432,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> KAN(order=3,grid=8,act=SiLU)",1.775544779,37.104,1.444777084,49.134,1.356407742,52.444,1.298054683,54.74,1.247618494,56.438
81,0.5106,0.512679826,0.5106,0.505228957,103.5208914,194576,5408112,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> KAN(order=3,grid=10,act=ReLU)",1.776542414,37.146,1.503967938,46.894,1.43250157,49.806,1.39204767,51.438,1.366891752,52.198
82,0.5408,0.546873823,0.5408,0.533577659,103.9187856,194576,5408112,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> KAN(order=3,grid=10,act=GELU)",1.695451633,40.46,1.396860766,51.104,1.327204585,53.612,1.286102878,55.052,1.257936558,56.148
83,0.5479,0.547282092,0.5479,0.542288166,105.8536251,194576,5408112,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> KAN(order=3,grid=10,act=SiLU)",1.68251858,40.378,1.374301135,51.532,1.2987379,54.644,1.249961223,56.248,1.208250311,57.962
84,0.5283,0.532312652,0.5283,0.523181414,112.9765506,259376,7287312,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> KAN(order=3,grid=15,act=ReLU)",1.728312345,39.098,1.423372386,50.004,1.350855068,52.538,1.305104844,54.106,1.270430732,55.412
85,0.5181,0.523301462,0.5181,0.515327,111.5214725,259376,7287312,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> KAN(order=3,grid=15,act=GELU)",1.768726527,37.446,1.483128203,48.154,1.410681934,50.602,1.368169696,52.378,1.336214464,53.522
86,0.5409,0.541547556,0.5409,0.538844986,111.075356,259376,7287312,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> KAN(order=3,grid=15,act=SiLU)",1.745526783,38.056,1.407443558,50.498,1.320754155,53.648,1.272446863,55.472,1.23673892,56.63
87,0.5401,0.560498384,0.5401,0.542199088,118.5915327,324176,9166512,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> KAN(order=3,grid=20,act=ReLU)",1.682654137,40.492,1.368975916,51.868,1.290300457,54.652,1.241273616,56.66,1.204749838,57.794
88,0.5594,0.569533866,0.5594,0.5612438,118.9845355,324176,9166512,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> KAN(order=3,grid=20,act=GELU)",1.607306506,43.206,1.322374656,53.762,1.240737811,56.77,1.191334335,58.508,1.153455529,59.828
89,0.5415,0.543121093,0.5415,0.540807481,118.6582329,324176,9166512,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> KAN(order=3,grid=20,act=SiLU)",1.73058465,39.334,1.434962984,49.65,1.346306931,52.978,1.287379635,55.342,1.240751973,56.738
90,0.5256,0.534066452,0.5256,0.526130272,105.8207657,142736,5304432,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> KAN(order=4,grid=5,act=ReLU)",1.839739039,34.806,1.503580985,47.012,1.416591501,50,1.37304205,51.674,1.348783919,52.408
91,0.5155,0.522040557,0.5155,0.510967712,106.6986156,142736,5304432,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> KAN(order=4,grid=5,act=GELU)",1.860094888,33.348,1.540848743,45.67,1.457180976,48.704,1.40737332,50.588,1.373123262,52.046
92,0.536,0.537209453,0.536,0.528987305,106.2594507,142736,5304432,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> KAN(order=4,grid=5,act=SiLU)",1.84777336,34.532,1.506840914,47.146,1.407767122,50.786,1.355184425,52.676,1.316726359,53.98
93,0.5344,0.547765376,0.5344,0.528298829,112.2021205,181616,6781872,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> KAN(order=4,grid=8,act=ReLU)",1.794898794,36.398,1.483337253,47.972,1.385349063,51.498,1.326974132,53.58,1.283453841,55.138
94,0.5464,0.551133663,0.5464,0.542142432,110.565902,181616,6781872,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> KAN(order=4,grid=8,act=GELU)",1.754171144,38.126,1.436467183,49.688,1.33906511,53.308,1.283154639,55.11,1.243816661,56.582
95,0.5152,0.542467781,0.5152,0.506733561,111.8066497,181616,6781872,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> KAN(order=4,grid=8,act=SiLU)",1.764732581,37.028,1.45729465,48.61,1.384907384,51.528,1.346882109,52.822,1.3145379,53.964
96,0.5204,0.526122068,0.5204,0.520462543,115.5517981,207536,7766832,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> KAN(order=4,grid=10,act=ReLU)",1.754433075,37.57,1.477511123,47.97,1.408608907,50.464,1.370195806,51.95,1.342551535,52.904
97,0.5391,0.549937447,0.5391,0.536300804,116.3504777,207536,7766832,"Conv2d(k=1,p=0) -> Conv2d(k=1,p=1) -> KAN(order=4,grid=10,act=GELU)",1.757529086,37.84,1.443546298,49.476,1.365204951,52.152,1.315602567,53.9,1.279741863,55.3
